Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Unit price total measure,Unit price total measure unit,Unit price base measure,Unit price base measure unit,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Color (product.metafields.shopify.color-pattern),Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / Manufacturer part number (MPN),Google Shopping / Ad group name,Google Shopping / Ads labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4,Latin Name (product.metafields.custom.latin_name),Origin (product.metafields.custom.origin_location),Altitude (product.metafields.custom.origin_altitude),Humidity (product.metafields.custom.humidity_min),Temperature (product.metafields.custom.temp_range),Substrate (product.metafields.custom.potting_media),Clone ID (product.metafields.custom.clonotype_code),Growth Rate (product.metafields.custom.growth_speed),Light (product.metafields.custom.lux_requirements)
Nepenthes burbidgeae,nepenthes-burbidgeae-intermediate,"Known as the Painted Pitcher, this intermediate species boasts beautiful cream-colored pitchers with red mottling.",Bizarre Tropicals,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,Nepenthes,"Nepenthes, Intermediate, Painted",TRUE,Active,BT-BB-042-I,,Title,Default Title,,,,,,,,2200.0,,,,,,,,,shopify,10.0,DENY,500.0,g,TRUE,manual,https://commons.wikimedia.org/wiki/Special:FilePath/Nepenthes_burbidgeae_pitcher.jpg,1,,,,,,,,,,,,,,,,,,,,Nepenthes burbidgeae,"Mount Kinabalu, Borneo","1,200m – 1,800m",70% – 85%,15°C (Night) – 26°C (Day),Pure Long-fiber Sphagnum,BT-BB-042-I,Moderate,"12,000 – 15,000 Lux"
,nepenthes-burbidgeae-intermediate,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Nepenthes_burbidgeae_marbled.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,nepenthes-burbidgeae-intermediate,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Nepenthes_burbidgeae_upper.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,nepenthes-burbidgeae-intermediate,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Burbidgeae_peristome.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,nepenthes-burbidgeae-intermediate,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Nepenthes_burbidgeae_plant.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepenthes bicalcarata 'Red Flush',nepenthes-bicalcarata-lowland,The iconic fanged pitcher plant from the peat swamps of Borneo. A true giant of the lowland forest.,Bizarre Tropicals,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,Nepenthes,"Nepenthes, Lowland, Fanged, Giant",TRUE,Active,BT-BC-007-L,,Title,Default Title,,,,,,,,1450.0,,,,,,,,,shopify,10.0,DENY,500.0,g,TRUE,manual,https://commons.wikimedia.org/wiki/Special:FilePath/Nepenthes_bicalcarata_fangs.jpg,1,,,,,,,,,,,,,,,,,,,,Nepenthes bicalcarata,Borneo (Peat Swamp Forests),0m – 300m,85% – 100%,24°C – 35°C,Peat / Sand / Sphagnum Mix,BT-BC-007-L,Fast (Heat Dependent),"8,000 – 10,000 Lux"
,nepenthes-bicalcarata-lowland,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Nepenthes_bicalcarata_red.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,nepenthes-bicalcarata-lowland,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Bicalcarata_tendril.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,nepenthes-bicalcarata-lowland,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Bicalcarata_domatia.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,nepenthes-bicalcarata-lowland,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Nepenthes_bicalcarata_giant.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinguicula 'Aphrodite',pinguicula-aphrodite,"A stunning Mexican Butterwort hybrid with long, elegant leaves and bright pink flowers.",Bizarre Tropicals,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,Pinguicula,"Pinguicula, Mexican, Hybrid, Flower",TRUE,Active,BT-PG-012,,Title,Default Title,,,,,,,,250.0,,,,,,,,,shopify,10.0,DENY,500.0,g,TRUE,manual,https://commons.wikimedia.org/wiki/Special:FilePath/Pinguicula_aphrodite.jpg,1,,,,,,,,,,,,,,,,,,,,Pinguicula (moctezumae x agnata),Hybrid (Parents endemic to Mexico),"1,000m – 2,000m",40% – 60%,15°C – 28°C,"Mineral-rich (Pumice, Lava Rock, Silica Sand)",BT-PG-012,Moderate,"8,000 – 12,000 Lux"
,pinguicula-aphrodite,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Pinguicula_agnata.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pinguicula-aphrodite,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Pinguicula_leaf_macro.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pinguicula-aphrodite,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Pinguicula_moctezumae.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pinguicula-aphrodite,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Pinguicula_cultivation.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heliamphora minor (Auyan Tepui),heliamphora-minor-auyan-tepui,A miniature sun pitcher from the lost worlds of the Venezuelan Tepuis.,Bizarre Tropicals,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,Heliamphora,"Heliamphora, Tepui, Highland, Rare",TRUE,Active,BT-HM-003-H,,Title,Default Title,,,,,,,,1800.0,,,,,,,,,shopify,10.0,DENY,500.0,g,TRUE,manual,https://commons.wikimedia.org/wiki/Special:FilePath/Heliamphora_minor_Auyan.jpg,1,,,,,,,,,,,,,,,,,,,,Heliamphora minor,"Auyan Tepui, Venezuela","1,500m – 2,500m",70% – 90%,8°C (Night) – 24°C (Day),Pure Long-fiber Sphagnum / Lava Rock,BT-HM-003-H,Slow,"25,000+ Lux"
,heliamphora-minor-auyan-tepui,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Heliamphora_minor_spoon.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,heliamphora-minor-auyan-tepui,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Heliamphora_minor_new.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,heliamphora-minor-auyan-tepui,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Heliamphora_minor_drawing.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,heliamphora-minor-auyan-tepui,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Auyan_Tepui_landscape.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cephalotus follicularis 'Hummer's Giant',cephalotus-follicularis-hummers-giant,The legendary giant form of the West Australian Albany Pitcher Plant.,Bizarre Tropicals,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,Cephalotus,"Cephalotus, Australia, Rare, Giant",TRUE,Active,BT-CF-HG,,Title,Default Title,,,,,,,,1100.0,,,,,,,,,shopify,10.0,DENY,500.0,g,TRUE,manual,https://commons.wikimedia.org/wiki/Special:FilePath/Cephalotus_follicularis_pitcher.jpg,1,,,,,,,,,,,,,,,,,,,,Cephalotus follicularis,"Albany Region, Western Australia",0m – 50m,60% – 80%,10°C – 30°C,Peat / Perlite / Sand,BT-CF-HG,Slow,"15,000 – 20,000 Lux"
,cephalotus-follicularis-hummers-giant,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Cephalotus_follicularis_clump.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,cephalotus-follicularis-hummers-giant,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Cephalotus_red.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,cephalotus-follicularis-hummers-giant,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Cephalotus_lid.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,cephalotus-follicularis-hummers-giant,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Cephalotus_habitat.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utricularia alpina (Epiphytic Bladderwort),utricularia-alpina-epiphytic,"A stunning epiphytic bladderwort known for its large, orchid-like white flowers.",Bizarre Tropicals,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,Utricularia,"Utricularia, Epiphyte, Flower, South America",TRUE,Active,BT-UA-902,,Title,Default Title,,,,,,,,450.0,,,,,,,,,shopify,10.0,DENY,500.0,g,TRUE,manual,https://commons.wikimedia.org/wiki/Special:FilePath/Utricularia_alpina_flower.jpg,1,,,,,,,,,,,,,,,,,,,,Utricularia alpina,South America / Antilles,"500m – 2,000m",70% – 90%,15°C – 26°C,Sphagnum Moss / Orchid Bark,BT-UA-902,Moderate / Spreading,"10,000 – 12,000 Lux"
,utricularia-alpina-epiphytic,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Utricularia_bladders.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,utricularia-alpina-epiphytic,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Utricularia_alpina_pot.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,utricularia-alpina-epiphytic,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Utricularia_alpina_leaves.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,utricularia-alpina-epiphytic,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Epiphytic_utricularia.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darlingtonia californica (Cobra Lily),darlingtonia-californica-cobra,"The cobra lily is a unique pitcher plant endemic to Northern California and Oregon, famous for its serpent-like appearance.",Bizarre Tropicals,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,Darlingtonia,"Darlingtonia, Cobra Lily, North America, Cold Hardy",TRUE,Active,BT-DC-01,,Title,Default Title,,,,,,,,650.0,,,,,,,,,shopify,10.0,DENY,500.0,g,TRUE,manual,https://commons.wikimedia.org/wiki/Special:FilePath/Darlingtonia_californica_cobra.jpg,1,,,,,,,,,,,,,,,,,,,,Darlingtonia californica,"Pacific Northwest, USA","0m – 2,500m",50%,4°C – 28°C,Sphagnum / Perlite / Pumice,BT-DC-01,Moderate,"Full Sun / 30,000 Lux"
,darlingtonia-californica-cobra,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Darlingtonia_californica_windows.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,darlingtonia-californica-cobra,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Darlingtonia_californica_fishtail.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,darlingtonia-californica-cobra,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Darlingtonia_californica_habitat.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,darlingtonia-californica-cobra,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Darlingtonia_californica_new.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Byblis liniflora (Rainbow Plant),byblis-liniflora-rainbow,An annual carnivorous plant from Australia that sparkles with sticky resinous drops under sunlight.,Bizarre Tropicals,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,Byblis,"Byblis, Australia, Annual, Rainbow",TRUE,Active,BT-BY-02,,Title,Default Title,,,,,,,,220.0,,,,,,,,,shopify,10.0,DENY,500.0,g,TRUE,manual,https://commons.wikimedia.org/wiki/Special:FilePath/Byblis_liniflora.jpg,1,,,,,,,,,,,,,,,,,,,,Byblis liniflora,Northern Australia,0m – 500m,60%,20°C – 35°C,Peat / Sand Mix,BT-BY-02,Very Fast,"Full Sun / 25,000 Lux"
,byblis-liniflora-rainbow,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Byblis_liniflora_macro.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,byblis-liniflora-rainbow,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Byblis_liniflora_flower.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,byblis-liniflora-rainbow,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Byblis_liniflora_sunlight.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,byblis-liniflora-rainbow,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Byblis_liniflora_pot.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophyllum lusitanicum (Dewy Pine),drosophyllum-lusitanicum-dewy-pine,"A dry-climate carnivorous plant from the Mediterranean, known for its unique honey scent and resinous leaves.",Bizarre Tropicals,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,Drosophyllum,"Drosophyllum, Mediterranean, Dry, Rare",TRUE,Active,BT-DL-03,,Title,Default Title,,,,,,,,1200.0,,,,,,,,,shopify,10.0,DENY,500.0,g,TRUE,manual,https://commons.wikimedia.org/wiki/Special:FilePath/Drosophyllum_lusitanicum_macro.jpg,1,,,,,,,,,,,,,,,,,,,,Drosophyllum lusitanicum,"Portugal, Spain, Morocco","0m – 1,000m",30% – 50%,5°C – 35°C,Terracotta Pot / Sand / Grit / Peat (Dry),BT-DL-03,Moderate,"Full Sun / 30,000+ Lux"
,drosophyllum-lusitanicum-dewy-pine,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Drosophyllum_lusitanicum_flower.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,drosophyllum-lusitanicum-dewy-pine,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Drosophyllum_lusitanicum_glands.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,drosophyllum-lusitanicum-dewy-pine,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Drosophyllum_lusitanicum_plant.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,drosophyllum-lusitanicum-dewy-pine,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Drosophyllum_habitat.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarracenia flava var. maxima,sarracenia-flava-maxima,The Yellow Trumpet Pitcher plant is an architectural masterpiece of the North American bogs.,Bizarre Tropicals,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,Sarracenia,"Sarracenia, Trumpet, Bog, North America",TRUE,Active,BT-SF-01,,Title,Default Title,,,,,,,,350.0,,,,,,,,,shopify,10.0,DENY,500.0,g,TRUE,manual,https://commons.wikimedia.org/wiki/Special:FilePath/Sarracenia_flava_maxima.jpg,1,,,,,,,,,,,,,,,,,,,,Sarracenia flava,Southeastern USA,0m – 300m,40%+,-5°C – 35°C,Peat / Perlite (Wet Bog),BT-SF-01,Moderate,"Full Sun / 40,000 Lux"
,sarracenia-flava-maxima,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Sarracenia_flava_throat.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,sarracenia-flava-maxima,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Sarracenia_flava_lid.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,sarracenia-flava-maxima,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Sarracenia_flava_flower.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,sarracenia-flava-maxima,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Sarracenia_flava_bog.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dionaea muscipula 'B52',dionaea-muscipula-b52,"A giant-trap cultivar of the Venus Flytrap, capable of producing traps over 5cm in length.",Bizarre Tropicals,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,Dionaea,"Dionaea, Venus Flytrap, Giant, Rare",TRUE,Active,BT-DM-B52,,Title,Default Title,,,,,,,,450.0,,,,,,,,,shopify,10.0,DENY,500.0,g,TRUE,manual,https://commons.wikimedia.org/wiki/Special:FilePath/Venus_Flytrap_B52.jpg,1,,,,,,,,,,,,,,,,,,,,Dionaea muscipula,"North & South Carolina, USA",0m – 100m,50%+,-5°C – 35°C,Peat / Sand (Wet),BT-DM-B52,Moderate,"Full Sun / 35,000 Lux"
,dionaea-muscipula-b52,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Dionaea_muscipula_trigger.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
