URL handle,Title,Description,Vendor,Product category,Type,Tags,Published on online store,Status,Option1 name,Latin Name (product.metafields.custom.latin_name),Origin (product.metafields.custom.origin_location),Altitude (product.metafields.custom.origin_altitude),Humidity (product.metafields.custom.humidity_min),Temperature (product.metafields.custom.temp_range),Substrate (product.metafields.custom.potting_media),Clone ID (product.metafields.custom.clonotype_code),Growth Rate (product.metafields.custom.growth_speed),Light (product.metafields.custom.lux_requirements),Option1 value,SKU,Price,Inventory tracker,Inventory quantity,Continue selling when out of stock,Fulfillment service,Requires shipping,Charge tax,Weight value (grams),Weight unit for display,Product image URL,Image position
heliamphora-pulchella-tepui,,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,Established (10cm Pot),HELIAMPHORA-PULCHELLA-TEPUI-E,282.75,shopify,10,deny,manual,TRUE,TRUE,500,g,https://commons.wikimedia.org/wiki/Special:FilePath/Heliamphora_pulchella_pitcher.jpg?width=1024,2.0
heliamphora-pulchella-tepui,,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,Specimen (Large mature plant),HELIAMPHORA-PULCHELLA-TEPUI-L,487.5,shopify,10,deny,manual,TRUE,TRUE,500,g,,
cephalotus-follicularis-standard,Cephalotus follicularis (Common Form),"The standard form of the Australian Pitcher Plant. Features small, toothy pitchers that can turn deep purple in strong light.",Bizarre Tropicals,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,Cephalotus,"Coll: Rare Species, Level: Intermediate, Region: Australia, Status: Verified",TRUE,active,Pot Size,Cephalotus follicularis,Western Australia,0-50m,60%+,10°C - 28°C,Sand/Peat/Perlite,BT-CF-003,Slow,Bright Direct,Seedling (5cm Pot),CEPHALOTUS-FOLLICULARIS-STANDARD-S,85.0,shopify,10,deny,manual,TRUE,TRUE,500,g,https://commons.wikimedia.org/wiki/Special:FilePath/Cephalotus_follicularis_1.jpg?width=1024,1.0
cephalotus-follicularis-standard,,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,Established (10cm Pot),CEPHALOTUS-FOLLICULARIS-STANDARD-E,123.25,shopify,10,deny,manual,TRUE,TRUE,500,g,https://commons.wikimedia.org/wiki/Special:FilePath/Cephalotus_follicularis_pitcher.jpg?width=1024,2.0
cephalotus-follicularis-standard,,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,Specimen (Large mature plant),CEPHALOTUS-FOLLICULARIS-STANDARD-L,212.5,shopify,10,deny,manual,TRUE,TRUE,500,g,,
utricularia-livida-lilac,Utricularia livida,A very easy-to-grow terrestrial bladderwort that produces masses of white and lilac flowers year-round.,Bizarre Tropicals,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,Utricularia,"Coll: Beginners, Level: Easy, Region: Africa, Status: Verified",TRUE,active,Pot Size,Utricularia livida,Africa/Mexico,0-2000m,50%+,15°C - 30°C,Peat/Perlite,BT-UL-001,Vigorous,Bright Indirect,Seedling (5cm Pot),UTRICULARIA-LIVIDA-LILAC-S,18.0,shopify,10,deny,manual,TRUE,TRUE,500,g,https://commons.wikimedia.org/wiki/Special:FilePath/Utricularia_livida_flower.jpg?width=1024,1.0
utricularia-livida-lilac,,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,Established (10cm Pot),UTRICULARIA-LIVIDA-LILAC-E,26.1,shopify,10,deny,manual,TRUE,TRUE,500,g,https://commons.wikimedia.org/wiki/Special:FilePath/Utricularia_livida_1.jpg?width=1024,2.0
utricularia-livida-lilac,,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,Specimen (Large mature plant),UTRICULARIA-LIVIDA-LILAC-L,45.0,shopify,10,deny,manual,TRUE,TRUE,500,g,,
darlingtonia-californica-standard,Darlingtonia californica,The standard mountain form of the Cobra Lily. Famous for its hooded pitchers and unique 'tongue' appendages.,Bizarre Tropicals,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,Darlingtonia,"Coll: Rare Species, Level: Intermediate, Region: North America, Status: Verified",TRUE,active,Pot Size,Darlingtonia californica,USA,1000m+,50%+,5°C - 25°C,Live Sphagnum/Pumice,BT-DC-004,Moderate,Full Sun (Cool Roots),Seedling (5cm Pot),DARLINGTONIA-CALIFORNICA-STANDARD-S,60.0,shopify,10,deny,manual,TRUE,TRUE,500,g,https://commons.wikimedia.org/wiki/Special:FilePath/Darlingtonia_californica_1.jpg?width=1024,1.0
darlingtonia-californica-standard,,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,Established (10cm Pot),DARLINGTONIA-CALIFORNICA-STANDARD-E,87.0,shopify,10,deny,manual,TRUE,TRUE,500,g,https://commons.wikimedia.org/wiki/Special:FilePath/Darlingtonia_californica_cobra.jpg?width=1024,2.0
darlingtonia-californica-standard,,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,Specimen (Large mature plant),DARLINGTONIA-CALIFORNICA-STANDARD-L,150.0,shopify,10,deny,manual,TRUE,TRUE,500,g,,
byblis-filifolia-large,Byblis filifolia,A larger annual species of the Rainbow Plant. Its thread-like leaves can reach heights of 60cm and are entirely covered in sticky glands.,Bizarre Tropicals,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,Byblis,"Coll: Rare Species, Level: Intermediate, Region: Australia, Status: Verified",TRUE,active,Pot Size,Byblis filifolia,Western Australia,0-300m,50-70%,22°C - 38°C,Silica Sand/Peat,BT-BF-001,Very Fast,Extreme Sun,Seedling (5cm Pot),BYBLIS-FILIFOLIA-LARGE-S,38.0,shopify,10,deny,manual,TRUE,TRUE,500,g,https://commons.wikimedia.org/wiki/Special:FilePath/Byblis_filifolia_1.jpg?width=1024,1.0
byblis-filifolia-large,,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,Established (10cm Pot),BYBLIS-FILIFOLIA-LARGE-E,55.1,shopify,10,deny,manual,TRUE,TRUE,500,g,https://commons.wikimedia.org/wiki/Special:FilePath/Byblis_filifolia_flower.jpg?width=1024,2.0
byblis-filifolia-large,,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,Specimen (Large mature plant),BYBLIS-FILIFOLIA-LARGE-L,95.0,shopify,10,deny,manual,TRUE,TRUE,500,g,,
drosophyllum-lusitanicum-starter,Drosophyllum lusitanicum (Starter Kit),"A young, established dewy pine in its permanent terracotta pot. Essential for this species to avoid root disturbance.",Bizarre Tropicals,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,Drosophyllum,"Coll: Rare Species, Level: Intermediate, Region: Mediterranean, Status: Verified",TRUE,active,Pot Size,Drosophyllum lusitanicum,Portugal,0-1000m,30-50%,5°C - 35°C,Mineral/Sandy,BT-DL-005,Moderate,Maximum Sun,Seedling (5cm Pot),DROSOPHYLLUM-LUSITANICUM-STARTER-S,55.0,shopify,10,deny,manual,TRUE,TRUE,500,g,https://commons.wikimedia.org/wiki/Special:FilePath/Drosophyllum_lusitanicum_1.jpg?width=1024,1.0
drosophyllum-lusitanicum-starter,,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,Established (10cm Pot),DROSOPHYLLUM-LUSITANICUM-STARTER-E,79.75,shopify,10,deny,manual,TRUE,TRUE,500,g,https://commons.wikimedia.org/wiki/Special:FilePath/Drosophyllum_lusitanicum_plant.jpg?width=1024,2.0
drosophyllum-lusitanicum-starter,,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,Specimen (Large mature plant),DROSOPHYLLUM-LUSITANICUM-STARTER-L,137.5,shopify,10,deny,manual,TRUE,TRUE,500,g,,
sarracenia-purpurea-northern,Sarracenia purpurea (Purple Pitcher),"The cold-hardiest of all pitcher plants. Its squat, fat pitchers fill with rainwater to drown its prey.",Bizarre Tropicals,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,Sarracenia,"Coll: Beginners, Level: Easy, Region: North America, Status: Verified",TRUE,active,Pot Size,Sarracenia purpurea,USA/Canada,0-1500m,40%+,-20°C - 35°C,Peat/Sand,BT-SP-001,Moderate,Full Sun,Seedling (5cm Pot),SARRACENIA-PURPUREA-NORTHERN-S,30.0,shopify,10,deny,manual,TRUE,TRUE,500,g,https://commons.wikimedia.org/wiki/Special:FilePath/Sarracenia_purpurea_1.jpg?width=1024,1.0
sarracenia-purpurea-northern,,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,Established (10cm Pot),SARRACENIA-PURPUREA-NORTHERN-E,43.5,shopify,10,deny,manual,TRUE,TRUE,500,g,https://commons.wikimedia.org/wiki/Special:FilePath/Sarracenia_purpurea_pitcher.jpg?width=1024,2.0
sarracenia-purpurea-northern,,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,Specimen (Large mature plant),SARRACENIA-PURPUREA-NORTHERN-L,75.0,shopify,10,deny,manual,TRUE,TRUE,500,g,,
dionaea-muscipula-king-henry,Dionaea muscipula 'King Henry',Known for its exceptionally long teeth and massive traps. One of the most vigorous cultivars available.,Bizarre Tropicals,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,Dionaea,"Coll: Beginners, Level: Easy, Region: North America, Status: Verified",TRUE,active,Pot Size,Dionaea muscipula,USA,0-100m,50%+,-5°C - 35°C,Peat/Sand,BT-DM-KH,Fast,Full Sun,Seedling (5cm Pot),DIONAEA-MUSCIPULA-KING-HENRY-S,38.0,shopify,10,deny,manual,TRUE,TRUE,500,g,https://commons.wikimedia.org/wiki/Special:FilePath/Dionaea_muscipula_1.jpg?width=1024,1.0
dionaea-muscipula-king-henry,,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,Established (10cm Pot),DIONAEA-MUSCIPULA-KING-HENRY-E,55.1,shopify,10,deny,manual,TRUE,TRUE,500,g,https://commons.wikimedia.org/wiki/Special:FilePath/Dionaea_muscipula_trap.jpg?width=1024,2.0
dionaea-muscipula-king-henry,,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,Specimen (Large mature plant),DIONAEA-MUSCIPULA-KING-HENRY-L,95.0,shopify,10,deny,manual,TRUE,TRUE,500,g,,
