Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Unit price total measure,Unit price total measure unit,Unit price base measure,Unit price base measure unit,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Color (product.metafields.shopify.color-pattern),Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / Manufacturer part number (MPN),Google Shopping / Ad group name,Google Shopping / Ads labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4,Latin Name (product.metafields.custom.latin_name),Origin (product.metafields.custom.origin_location),Altitude (product.metafields.custom.origin_altitude),Humidity (product.metafields.custom.humidity_min),Temperature (product.metafields.custom.temp_range),Substrate (product.metafields.custom.potting_media),Clone ID (product.metafields.custom.clonotype_code),Growth Rate (product.metafields.custom.growth_speed),Light (product.metafields.custom.lux_requirements)
Nepenthes bicalcarata 'Red Flush',nepenthes-bicalcarata-lowland,The iconic fanged pitcher plant from the peat swamps of Borneo. A true giant of the lowland forest.,Bizarre Tropicals,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,Nepenthes,"Nepenthes, Lowland, Fanged, Giant",TRUE,Active,BT-BC-007-L,,Title,Default Title,,,,,,,,1450.0,,,,,,,,,shopify,10.0,DENY,500.0,g,TRUE,manual,https://commons.wikimedia.org/wiki/Special:FilePath/Nepenthes_bicalcarata%2C_Camponotus_schmitzi_and_fly_larvae.png?width=1024,1,,,,,,,,,,,,,,,,,,,,Nepenthes bicalcarata,Borneo (Peat Swamp Forests),0m – 300m,85% – 100%,24°C – 35°C,Peat / Sand / Sphagnum Mix,BT-BC-007-L,Fast (Heat Dependent),"8,000 – 10,000 Lux"
,nepenthes-bicalcarata-lowland,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Nepenthes_bicalcarata-2-JNTBGRI-palode-kerala-India.jpg?width=1024,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,nepenthes-bicalcarata-lowland,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Nepenthes_bicalcarata-1-JNTBGRI-palode-kerala-India.jpg?width=1024,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,nepenthes-bicalcarata-lowland,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Nepenthes_bicalcarata-3-JNTBGRI-palode-kerala-India.jpg?width=1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,nepenthes-bicalcarata-lowland,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Nepenthesbicalcarata8.jpg?width=1024,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinguicula 'Aphrodite',pinguicula-aphrodite,"A stunning Mexican Butterwort hybrid with long, elegant leaves and bright pink orchid-like flowers.",Bizarre Tropicals,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,Pinguicula,"Coll: Beginners, Level: Easy, Region: Hybrid, Status: Verified",TRUE,active,PINGUICULA-APHRODITE-S,,Pot Size,Seedling (5cm Pot),,,,,,,,25.0,,,TRUE,,,,,,shopify,10.0,deny,500.0,g,TRUE,manual,https://commons.wikimedia.org/wiki/Special:FilePath/Pinguicula_'Aphrodite'.jpg?width=1024,1,,,,,,,,,,,,,,,,,,,,Pinguicula (moctezumae x agnata),Mexico (Parents),1000-2000m,40%+,15°C - 28°C,Mineral Mix,BT-PG-012,Moderate,Bright Indirect
,pinguicula-aphrodite,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,PINGUICULA-APHRODITE-E,,,Established (10cm Pot),,,,,,,,36.25,,,TRUE,,,,,,shopify,10.0,deny,500.0,g,TRUE,manual,https://commons.wikimedia.org/wiki/Special:FilePath/Pinguicula_'Aphrodite'_1.jpg?width=1024,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pinguicula-aphrodite,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,PINGUICULA-APHRODITE-L,,,Specimen (Large mature plant),,,,,,,,62.5,,,TRUE,,,,,,shopify,10.0,deny,500.0,g,TRUE,manual,https://commons.wikimedia.org/wiki/Special:FilePath/Pinguicula_'Aphrodite'_2.jpg?width=1024,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pinguicula-aphrodite,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/%E6%8D%95%E8%9F%B2%E5%A0%87%E5%B1%AC_Pinguicula_'Aphrodite'_-%E4%B8%8A%E6%B5%B7%E6%A4%8D%E7%89%A9%E5%9C%92_Shanghai_Botanical_Garden-_(17317722492).jpg?width=1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,pinguicula-aphrodite,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Pinguicula_moctezumae%2C_exhibition_in_Botanical_garden_Brno.JPG?width=1024,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heliamphora minor (Auyan Tepui),heliamphora-minor-auyan-tepui,A miniature sun pitcher from the lost worlds of the Venezuelan Tepuis.,Bizarre Tropicals,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,Heliamphora,"Heliamphora, Tepui, Highland, Rare",TRUE,Active,BT-HM-003-H,,Title,Default Title,,,,,,,,1800.0,,,,,,,,,shopify,10.0,DENY,500.0,g,TRUE,manual,https://commons.wikimedia.org/wiki/Special:FilePath/Heliamphora_heterodoxa_x_minor_Jard%C3%ADn_bot%C3%A1nico_de_Valencia_(2).JPG?width=1024,1,,,,,,,,,,,,,,,,,,,,Heliamphora minor,"Auyan Tepui, Venezuela","1,500m – 2,500m",70% – 90%,8°C (Night) – 24°C (Day),Pure Long-fiber Sphagnum / Lava Rock,BT-HM-003-H,Slow,"25,000+ Lux"
,heliamphora-minor-auyan-tepui,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Heliamphora_heterodoxa_x_minor_Jard%C3%ADn_bot%C3%A1nico_de_Valencia_(1).JPG?width=1024,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,heliamphora-minor-auyan-tepui,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Heliamphora_minor_x_heterodoxa.jpg?width=1024,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,heliamphora-minor-auyan-tepui,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Heliamphora_minor_-_Botanischer_Garten_Braunschweig_-_Braunschweig%2C_Germany_-_DSC04340.JPG?width=1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,heliamphora-minor-auyan-tepui,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Heliamphora_minor1.jpg?width=1024,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cephalotus follicularis 'Hummer's Giant',cephalotus-follicularis-hummers-giant,The legendary giant form of the West Australian Albany Pitcher Plant.,Bizarre Tropicals,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,Cephalotus,"Cephalotus, Australia, Rare, Giant",TRUE,Active,BT-CF-HG,,Title,Default Title,,,,,,,,1100.0,,,,,,,,,shopify,10.0,DENY,500.0,g,TRUE,manual,https://commons.wikimedia.org/wiki/Special:FilePath/Cephalotus_follicularis_01.jpg?width=1024,1,,,,,,,,,,,,,,,,,,,,Cephalotus follicularis,"Albany Region, Western Australia",0m – 50m,60% – 80%,10°C – 30°C,Peat / Perlite / Sand,BT-CF-HG,Slow,"15,000 – 20,000 Lux"
,cephalotus-follicularis-hummers-giant,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Cephalotus_follicularis_in_Sakuya_Konohana_Kan%2C_Osaka.jpg?width=1024,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,cephalotus-follicularis-hummers-giant,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Cephalotus_follicularis_Hennern_4.jpg?width=1024,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,cephalotus-follicularis-hummers-giant,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Cephalotus_follicularis_Hennern_2.jpg?width=1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,cephalotus-follicularis-hummers-giant,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Cephalotus_follicularis_-_California_Carnivores_-_Sarah_Stierch.jpg?width=1024,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utricularia alpina (Epiphytic Bladderwort),utricularia-alpina-epiphytic,"A stunning epiphytic bladderwort known for its large, orchid-like white flowers.",Bizarre Tropicals,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,Utricularia,"Utricularia, Epiphyte, Flower, South America",TRUE,Active,BT-UA-902,,Title,Default Title,,,,,,,,450.0,,,,,,,,,shopify,10.0,DENY,500.0,g,TRUE,manual,https://commons.wikimedia.org/wiki/Special:FilePath/Utricularia_alpina.jpg?width=1024,1,,,,,,,,,,,,,,,,,,,,Utricularia alpina,South America / Antilles,"500m – 2,000m",70% – 90%,15°C – 26°C,Sphagnum Moss / Orchid Bark,BT-UA-902,Moderate / Spreading,"10,000 – 12,000 Lux"
,utricularia-alpina-epiphytic,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/UtriculariaAlpinaInflorescence.jpg?width=1024,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,utricularia-alpina-epiphytic,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Utricularia_alpina_traps_Darwiniana.jpg?width=1024,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,utricularia-alpina-epiphytic,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/UtriculariaAlpinaFlora.jpg?width=1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,utricularia-alpina-epiphytic,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Utricularia_alpina_cultivated_flower.jpg?width=1024,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darlingtonia californica (Cobra Lily),darlingtonia-californica-cobra,"The cobra lily is a unique pitcher plant endemic to Northern California and Oregon, famous for its serpent-like appearance.",Bizarre Tropicals,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,Darlingtonia,"Darlingtonia, Cobra Lily, North America, Cold Hardy",TRUE,Active,BT-DC-01,,Title,Default Title,,,,,,,,650.0,,,,,,,,,shopify,10.0,DENY,500.0,g,TRUE,manual,https://commons.wikimedia.org/wiki/Special:FilePath/Darlingtonia_californica_Torr_-_par_Mickael_Schauli.jpg?width=1024,1,,,,,,,,,,,,,,,,,,,,Darlingtonia californica,"Pacific Northwest, USA","0m – 2,500m",50%,4°C – 28°C,Sphagnum / Perlite / Pumice,BT-DC-01,Moderate,"Full Sun / 30,000 Lux"
,darlingtonia-californica-cobra,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Darlingtonia_californica_-_par_Mickael_Schauli.jpg?width=1024,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,darlingtonia-californica-cobra,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/0101a_-_PITCHER-PLANT%2C_DALINGTONIA_(Darlingtonia_californica)_(6-21-11)_near_florence%2C_lane_co%2C_or_-_(3)_(5898133348).jpg?width=1024,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,darlingtonia-californica-cobra,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/0101a_-_PITCHER-PLANT%2C_DALINGTONIA_(Darlingtonia_californica)_(6-21-11)_near_florence%2C_lane_co%2C_or_-_(4)_(5898140266).jpg?width=1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,darlingtonia-californica-cobra,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Darlingtonia_Californica_(14007752361).jpg?width=1024,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Byblis liniflora (Rainbow Plant),byblis-liniflora-rainbow,An annual carnivorous plant from Australia that sparkles with sticky resinous drops under sunlight.,Bizarre Tropicals,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,Byblis,"Byblis, Australia, Annual, Rainbow",TRUE,Active,BT-BY-02,,Title,Default Title,,,,,,,,220.0,,,,,,,,,shopify,10.0,DENY,500.0,g,TRUE,manual,https://commons.wikimedia.org/wiki/Special:FilePath/ByblisLinifloraHabitus.JPG?width=1024,1,,,,,,,,,,,,,,,,,,,,Byblis liniflora,Northern Australia,0m – 500m,60%,20°C – 35°C,Peat / Sand Mix,BT-BY-02,Very Fast,"Full Sun / 25,000 Lux"
,byblis-liniflora-rainbow,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Byblis_liniflora_capsule2.JPG?width=1024,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,byblis-liniflora-rainbow,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Byblis_liniflora_capsule3.JPG?width=1024,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,byblis-liniflora-rainbow,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Byblis_liniflora_capsule1.JPG?width=1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,byblis-liniflora-rainbow,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Byblis_liniflora_3_flowering.jpg?width=1024,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drosophyllum lusitanicum (Dewy Pine),drosophyllum-lusitanicum-dewy-pine,"A dry-climate carnivorous plant from the Mediterranean, known for its unique honey scent and resinous leaves.",Bizarre Tropicals,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,Drosophyllum,"Drosophyllum, Mediterranean, Dry, Rare",TRUE,Active,BT-DL-03,,Title,Default Title,,,,,,,,1200.0,,,,,,,,,shopify,10.0,DENY,500.0,g,TRUE,manual,https://commons.wikimedia.org/wiki/Special:FilePath/Drosophyllum_lusitanicum_kz12.jpg?width=1024,1,,,,,,,,,,,,,,,,,,,,Drosophyllum lusitanicum,"Portugal, Spain, Morocco","0m – 1,000m",30% – 50%,5°C – 35°C,Terracotta Pot / Sand / Grit / Peat (Dry),BT-DL-03,Moderate,"Full Sun / 30,000+ Lux"
,drosophyllum-lusitanicum-dewy-pine,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Drosophyllum_lusitanicum_Habitat_2011-5-22_SierraMadrona.jpg?width=1024,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,drosophyllum-lusitanicum-dewy-pine,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Drosophyllum_lusitanicum_Habitus_2011-5-22_SierraMadrona.jpg?width=1024,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,drosophyllum-lusitanicum-dewy-pine,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Drosophyllum_lusitanicum_kz09.jpg?width=1024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,drosophyllum-lusitanicum-dewy-pine,,,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/Special:FilePath/Drosophyllum_lusitanicum_Habitat_2011-4-21_SierraMadrona.jpg?width=1024,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarracenia flava var. maxima,sarracenia-flava-maxima,The Yellow Trumpet Pitcher plant is an architectural masterpiece of the North American bogs.,Bizarre Tropicals,Home & Garden > Plants > Indoor & Outdoor Plants > Potted Houseplants,Sarracenia,"Sarracenia, Trumpet, Bog, North America",TRUE,Active,BT-SF-01,,Title,Default Title,,,,,,,,350.0,,,,,,,,,shopify,10.0,DENY,500.0,g,TRUE,manual,https://commons.wikimedia.org/wiki/Special:FilePath/Bad_Rappenau_-_Salinenpark_-_Mustergarten_-_Sarracenia_flava_var._ornata_05.jpg?width=1024,1,,,,,,,,,,,,,,,,,,,,Sarracenia flava,Southeastern USA,0m – 300m,40%+,-5°C – 35°C,Peat / Perlite (Wet Bog),BT-SF-01,Moderate,"Full Sun / 40,000 Lux"
